2.000000000000000000e+00 6.196014576807025165e-01
3.000000000000000000e+00 4.396538625000774303e-01
4.000000000000000000e+00 3.363916138604804429e-01
6.000000000000000000e+00 2.241893966592612975e-01
7.000000000000000000e+00 1.907326694056082628e-01
9.000000000000000000e+00 1.455023135436045445e-01
1.100000000000000000e+01 1.165771817714030961e-01
1.300000000000000000e+01 9.662903086395753516e-02
1.600000000000000000e+01 7.626297092833046742e-02
2.100000000000000000e+01 5.566923974157119565e-02
2.700000000000000000e+01 4.145653573954466431e-02
3.200000000000000000e+01 3.390782950374210403e-02
4.100000000000000000e+01 2.523985253169234652e-02
5.100000000000000000e+01 1.942992654059864238e-02
6.400000000000000000e+01 1.478117299343159954e-02
8.100000000000000000e+01 1.111751090329880787e-02
1.020000000000000000e+02 8.405603175129309698e-03
1.470000000000000000e+02 5.388264828894787258e-03
1.620000000000000000e+02 4.786373407055103182e-03
2.360000000000000000e+02 3.023551492826309032e-03
2.690000000000000000e+02 2.576508778587238875e-03
3.240000000000000000e+02 2.052112352996785915e-03
4.420000000000000000e+02 1.403058627619302012e-03
5.540000000000000000e+02 1.063915350964865589e-03
6.640000000000000000e+02 8.521210401729341615e-04
9.240000000000000000e+02 5.682597421638063175e-04
1.032000000000000000e+03 4.962108960922956020e-04
