2.000000000000000000e+00 8.893548612567274692e-01
3.000000000000000000e+00 7.909520692409729437e-01
4.000000000000000000e+00 7.034370678005269495e-01
6.000000000000000000e+00 5.563850043576293869e-01
7.000000000000000000e+00 4.948237083558031935e-01
9.000000000000000000e+00 3.913818360335142854e-01
1.100000000000000000e+01 3.095642730740393311e-01
1.300000000000000000e+01 2.448505023509890133e-01
1.600000000000000000e+01 1.722369194232657719e-01
2.100000000000000000e+01 9.583003916385840482e-02
2.700000000000000000e+01 4.741897535094227734e-02
3.200000000000000000e+01 2.638320680726834178e-02
4.100000000000000000e+01 9.183396406146640545e-03
5.100000000000000000e+01 2.842851432819535392e-03
6.400000000000000000e+01 6.190564412287833176e-04
8.100000000000000000e+01 8.433476955243487418e-05
1.020000000000000000e+02 7.187591914443247798e-06
1.470000000000000000e+02 3.672503000059699537e-08
1.620000000000000000e+02 6.325406039638283138e-09
2.360000000000000000e+02 1.078072051557585174e-12
2.690000000000000000e+02 2.250486493012351522e-14
3.240000000000000000e+02 4.356725765250345840e-17
4.420000000000000000e+02 7.983527283454221376e-18
5.540000000000000000e+02 7.983492440829134055e-18
6.640000000000000000e+02 7.983492440760190386e-18
9.240000000000000000e+02 7.983492440760190386e-18
1.032000000000000000e+03 7.983492440760190386e-18
