2.000000000000000000e+00 5.954215359873653579e-01
3.000000000000000000e+00 4.197662406274430547e-01
4.000000000000000000e+00 3.225864742213520597e-01
6.000000000000000000e+00 2.189945509994491724e-01
7.000000000000000000e+00 1.882704994018017941e-01
9.000000000000000000e+00 1.466092919984891552e-01
1.100000000000000000e+01 1.197393953446628106e-01
1.300000000000000000e+01 1.010091460285879317e-01
1.600000000000000000e+01 8.161914579326995378e-02
2.100000000000000000e+01 6.158620422894570817e-02
2.700000000000000000e+01 4.736981485017129762e-02
3.200000000000000000e+01 3.962546922866919119e-02
4.100000000000000000e+01 3.049491017695441300e-02
5.100000000000000000e+01 2.417708162839727476e-02
6.400000000000000000e+01 1.895909213935514578e-02
8.100000000000000000e+01 1.470379902731219421e-02
1.020000000000000000e+02 1.143990161152675170e-02
1.470000000000000000e+02 7.659824552267928410e-03
1.620000000000000000e+02 6.884234067763782793e-03
2.360000000000000000e+02 4.552067801768781494e-03
2.690000000000000000e+02 3.941658190073212172e-03
3.240000000000000000e+02 3.211984375388568080e-03
4.420000000000000000e+02 2.281905054994341417e-03
5.540000000000000000e+02 1.779454029342579123e-03
6.640000000000000000e+02 1.457654356589538564e-03
9.240000000000000000e+02 1.012917263206770729e-03
1.032000000000000000e+03 8.967738710623210287e-04
