2.000000000000000000e+00 5.966161111154761887e-01
3.000000000000000000e+00 4.210654889664558476e-01
4.000000000000000000e+00 3.237870971803703535e-01
6.000000000000000000e+00 2.199258820711054718e-01
7.000000000000000000e+00 1.890813938867681177e-01
9.000000000000000000e+00 1.472208769607746270e-01
1.100000000000000000e+01 1.201976368741309587e-01
1.300000000000000000e+01 1.013477799195627860e-01
1.600000000000000000e+01 8.182236345267301925e-02
2.100000000000000000e+01 6.163738461914058941e-02
2.700000000000000000e+01 4.730718332017023325e-02
3.200000000000000000e+01 3.950017219807810953e-02
4.100000000000000000e+01 3.029769515815164405e-02
5.100000000000000000e+01 2.393419349914269884e-02
6.400000000000000000e+01 1.868440817156018230e-02
8.100000000000000000e+01 1.441105114389054469e-02
1.020000000000000000e+02 1.114220365797533897e-02
1.470000000000000000e+02 7.355151403216383769e-03
1.620000000000000000e+02 6.574356350220568641e-03
2.360000000000000000e+02 4.220588832150489952e-03
2.690000000000000000e+02 3.604125491733132635e-03
3.240000000000000000e+02 2.868382591775249513e-03
4.420000000000000000e+02 1.936065358828163198e-03
5.540000000000000000e+02 1.438498783570224190e-03
6.640000000000000000e+02 1.124405538233691536e-03
9.240000000000000000e+02 7.014153265508059733e-04
1.032000000000000000e+03 5.944517805590530122e-04
