2.800000000000000000e+01 8.568072825979470286e-01
3.500000000000000000e+01 6.839927046945845079e-01
4.600000000000000000e+01 5.177178319832111963e-01
5.500000000000000000e+01 4.307845407795112824e-01
7.500000000000000000e+01 3.119275864314491886e-01
8.800000000000000000e+01 2.635300616299773857e-01
1.100000000000000000e+02 2.076163913801343242e-01
1.470000000000000000e+02 1.512589726140426138e-01
2.360000000000000000e+02 8.802632618498477945e-02
3.000000000000000000e+02 6.574471346867455379e-02
4.420000000000000000e+02 3.935913209830572967e-02
5.540000000000000000e+02 2.809714717929587616e-02
9.240000000000000000e+02 1.031811097010679190e-02
