2.000000000000000000e+00 6.395908606546923947e-01
3.000000000000000000e+00 4.585665138550177877e-01
4.000000000000000000e+00 3.510883237568822035e-01
6.000000000000000000e+00 2.312290914053533875e-01
7.000000000000000000e+00 1.949367697686211209e-01
9.000000000000000000e+00 1.456206460632137045e-01
1.100000000000000000e+01 1.140652673896145608e-01
1.300000000000000000e+01 9.239817627799797040e-02
1.600000000000000000e+01 7.047979620848082716e-02
2.100000000000000000e+01 4.873184676257124454e-02
2.700000000000000000e+01 3.417338186849017828e-02
3.200000000000000000e+01 2.668909191448533974e-02
4.100000000000000000e+01 1.842060904033486490e-02
5.100000000000000000e+01 1.315995830112381276e-02
6.400000000000000000e+01 9.187569511253280627e-03
8.100000000000000000e+01 6.265490958039491784e-03
1.020000000000000000e+02 4.266378432313489184e-03
1.470000000000000000e+02 2.275529919281699034e-03
1.620000000000000000e+02 1.917765251952941678e-03
2.360000000000000000e+02 9.737211655421632939e-04
2.690000000000000000e+02 7.648080358223938386e-04
3.240000000000000000e+02 5.398579997675242255e-04
4.420000000000000000e+02 2.978699218423421294e-04
5.540000000000000000e+02 1.913127934171949141e-04
6.640000000000000000e+02 1.333017341275154546e-04
9.240000000000000000e+02 6.797749442325205825e-05
1.032000000000000000e+03 5.404235756494189059e-05
