2.800000000000000000e+01 8.550735786868297605e-01
3.500000000000000000e+01 6.804088179375276102e-01
4.600000000000000000e+01 5.127340585252425642e-01
5.500000000000000000e+01 4.252999414229701736e-01
7.500000000000000000e+01 3.061803834369507538e-01
8.800000000000000000e+01 2.578897864491181968e-01
1.100000000000000000e+02 2.023431261476082155e-01
1.470000000000000000e+02 1.467640030486518643e-01
2.360000000000000000e+02 8.532103304451961467e-02
3.000000000000000000e+02 6.411445643286774188e-02
4.420000000000000000e+02 3.961327679883613895e-02
5.540000000000000000e+02 2.950303275040746728e-02
9.240000000000000000e+02 1.438741503068239475e-02
