2.800000000000000000e+01 8.492623707489702634e-01
3.500000000000000000e+01 6.698591119676564620e-01
4.600000000000000000e+01 5.004009480845926783e-01
5.500000000000000000e+01 4.133200971313198413e-01
7.500000000000000000e+01 2.963871574223749250e-01
8.800000000000000000e+01 2.496320976386203760e-01
1.100000000000000000e+02 1.963844297239064340e-01
1.470000000000000000e+02 1.437350934221402754e-01
2.360000000000000000e+02 8.629553999795680497e-02
3.000000000000000000e+02 6.661723175958186860e-02
4.420000000000000000e+02 4.384935544419622799e-02
5.540000000000000000e+02 3.436150858286102922e-02
9.240000000000000000e+02 1.977707797201797360e-02
