2.800000000000000000e+01 9.560416844852065443e-01
3.500000000000000000e+01 8.837130698729958045e-01
4.600000000000000000e+01 7.809487898643543424e-01
5.500000000000000000e+01 7.058223726619807792e-01
7.500000000000000000e+01 5.637409230824045325e-01
8.800000000000000000e+01 4.871124778870694061e-01
1.100000000000000000e+02 3.804099001337341579e-01
1.470000000000000000e+02 2.509934994485384929e-01
2.360000000000000000e+02 9.231492175184541349e-02
3.000000000000000000e+02 4.496775028049220663e-02
4.420000000000000000e+02 9.116509087039204040e-03
5.540000000000000000e+02 2.589284459535056565e-03
9.240000000000000000e+02 4.048427749376331988e-05
