2.800000000000000000e+01 8.455002762867306343e-01
3.500000000000000000e+01 6.685235046398234626e-01
4.600000000000000000e+01 5.054909050519140745e-01
5.500000000000000000e+01 4.221033886865557250e-01
7.500000000000000000e+01 3.089417263793991508e-01
8.800000000000000000e+01 2.627741120249303952e-01
1.100000000000000000e+02 2.090542130007585764e-01
1.470000000000000000e+02 1.541469552498029860e-01
2.360000000000000000e+02 9.106029707029784925e-02
3.000000000000000000e+02 6.836725286674794066e-02
4.420000000000000000e+02 4.132890650230138657e-02
5.540000000000000000e+02 2.991233558724988584e-02
9.240000000000000000e+02 1.288302667712496082e-02
